,abstract,link,reference,title,year
201,"Although the advance of ICT serves convenient lives, the adverse effect lies behind. Attacks such as spreading malicious code and luring users to fake websites via SMS or E-mail using social engineering have often occurred. Phishing, pharming, and smishing are getting …",https://link.springer.com/article/10.1007/s11416-016-0270-6,", KH Han - Journal of Computer Virology and Hacking Techniques, 2016 - Springer",Blackhole attack: user identity and password seize attack using ,2016
202,"Threats using active measures, such as probes, attacks, or exploits, would be captured by these devices. Once correlated at a central point, this information can give organizations a much better understanding of the threats they face within cyberspace. More importantly, this …",https://www.usenix.org/system/files/login/articles/1252-spitzner.pdf,"L Spitzner - login: Magazine of Usenix and Sage, 2002 - usenix.org",Hosus (honeypot surveillance system),2002
203,"Abstract Vehicular Ad Hoc Network (VANET) is an application of the general concept of Mobile Ad hoc Network (MANET) in the transportation domain. Playing a key-role in Intelligent Transportation Systems (ITS), VANETs are vulnerable to threats that may …",https://link.springer.com/chapter/10.1007/978-3-642-40861-8_22,"D Gantsou,  - Future Information Technology, 2014 - Springer",Toward a honeypot solution for proactive security in vehicular ad hoc networks,2014
204,Malware is a serious threat for modern information technology. It is therefore vital to be able to detect and analyze such malicious software in order to develop contermeasures. Honeypots are a tool supporting that task-they collect malware samples for analysis …,https://ieeexplore.ieee.org/abstract/document/6378948/,", J Gassen - … Conference on Risks and Security of …, 2012 - ieeexplore.ieee.org",A honeypot for arbitrary malware on USB storage devices,2012
205,"The vastness of IPv6 address space and rapid spread of its deployment attract us to usage of IPv6 network. Various types of devices, including embedded systems, are ready to use IPv6 addresses and some of them have already been connected directly to the Internet …",https://ieeexplore.ieee.org/abstract/document/6542540/,"K Kishimoto, K Ohira, Y Yamaguchi… - … on Cyber Security, 2012 - ieeexplore.ieee.org",An adaptive honeypot system to capture ipv6 address scans,2012
206,"In this paper we propose a new architecture, which is composed of distributed cooperative agents to reduce the false alarm ratio of the intrusion detection systems (IDS) in a twofold contribution. The first contribution lies in reducing the false alarm rate of the attack detection …",https://ieeexplore.ieee.org/abstract/document/5136631/,"B Khosravifar, M Gomrokchi… - … Conference on Advanced …, 2009 - ieeexplore.ieee.org",A Multi-Agent-based Approach to Improve Intrusion Detection Systems False Alarm Ratio by Using ,2009
207,The immense advancement in attacks against network give rise to interest in more contentious forms of defense to supplement the existing security approaches. Honeypots are physical or virtual machines successfully used as Intrusion detection tool to detect threats. In …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.366.3355&rep=rep1&type=pdf,", G Singh - International Journal of Emerging Technology and …, 2012 - Citeseer",Intrusion detection system using shadow ,2012
208,"Server honeypots are static systems, setup to monitor attacks on research and production networks. Static honeypots are unable to represent the dynamic nature of today's networks where different numbers of hardware devices and hosts running various operating systems …",https://dl.acm.org/citation.cfm?id=2525490,"H Mohammadzadeh, ,  - Proceedings of the Eleventh …, 2013 - dl.acm.org",Evaluation of fingerprinting techniques and a windows-based dynamic ,2013
209,Advanced Technology in the area of intrusion detection is the technology that unlike common IDS s tends to provide the attacker with all the necessary resources needed for a successful attack. provide a platform for studying the methods and tools used …,https://ieeexplore.ieee.org/abstract/document/7033844/,"K Chawda,  - International conference on information …, 2014 - ieeexplore.ieee.org",Dynamic & hybrid honeypot model for scalable network monitoring,2014
210,"This paper describes a case study of Honey pot deployment in an organizational network. As per Wikipedia “honey pot is a trap that is set to detect, deflect, or in some manner counteract attempts at unauthorized use of information systems”. These traps could be any …",https://ieeexplore.ieee.org/abstract/document/5958501/,"S Chamotra, JS Bhatia, R Kamal… - … on Emerging Trends in …, 2011 - ieeexplore.ieee.org",Deployment of a low interaction honeypot in an organizational private network,2011
211,This paper discusses an experimental method for creating a 1st generation smart-phone honey-pot with the intention of discovering automated worms. A Honeyd low-interaction virtual honey-pot is conceived as a possible method of discovering automated smart-phone …,https://ro.ecu.edu.au/adf/64/,"M Freeman,  - 2009 - ro.ecu.edu.au",SmartPot: creating a 1st generation smartphone ,2009
212,This paper enlarges previous works of the authors related to the security of a high-interaction . The challenge is to have a Security Property Language (SPL) for defining the required properties for controlling the activities between processes and …,https://ieeexplore.ieee.org/abstract/document/5194832/,", … - … Conference on High …, 2009 - ieeexplore.ieee.org",A new approach to enforce the security properties of a clustered high-interaction ,2009
213,"According to rapid growth of Internet infrastructure and information technology, anyone can get knowledge legally or illegally. Internet users can be classified as normal and abnormal user. Especially, abnormal users with hostility are getting more intelligent, so they can drain …",https://link.springer.com/chapter/10.1007/3-540-44843-8_38,"M Kim, M Kim, HK Lee, Y Mun - International Conference on …, 2003 - Springer",Design of active honeypot system,2003
214,"It is an important factor for the decoy system to accurately analyze on intrusion information and precisely locate them. As there are some conflict and cooperation relationship among the collected data by system, it needs to fuse the honey …",https://ieeexplore.ieee.org/abstract/document/5489486/,"W Li-feng, W Xiao-bin - 2010 Second International Conference …, 2010 - ieeexplore.ieee.org",Research on honeypot information fusion based on game theory,2010
215,"Neural projection techniques can adaptively map high-dimensional data into a low-dimensional space, for the user-friendly visualization of data collected by different security tools. Such techniques are applied in this study for the visual inspection of data …",https://link.springer.com/chapter/10.1007/978-3-642-16626-6_17,", , , E Vergara… - … intelligence in security …, 2010 - Springer",Understanding honeypot data by an unsupervised neural visualization,2010
216,"This paper describes the concept and implementation of the"" E-mail system""(EHS) which is designed to automatically receive, categorize, analyze and archive unsolicited mails (spam). An evaluation of the various system components and the overall system in a …",https://ieeexplore.ieee.org/abstract/document/4456010/,"EP Rathgeb, D Hoffstadt - Second International Conference on …, 2008 - ieeexplore.ieee.org","The e-mail honeypot system concept, implementation and field test results",2008
217,"DDOS attacks generate flooding traffic from multiple sources towards selected nodes and cause obstruction in flow of legitimate information within a network. If the victim node is a server in DMZ requiring fast information processing, the entire network operation stops. We …",https://ieeexplore.ieee.org/abstract/document/4772623/,"A Sardana, RC Joshi - 2008 16th IEEE International …, 2008 - ieeexplore.ieee.org",Autonomous dynamic honeypot routing mechanism for mitigating DDoS attacks in DMZ,2008
218,"Honeynet is a framework containing more than one to provide data control, data capture, and data analysis. This framework aims to simulate a highly controllable attack or decoy for the security analysis of a network. In this paper, the Xen-based virtual machine …",https://link.springer.com/article/10.1007/s11042-013-1499-4,", H He,  - Multimedia Tools and Applications, 2015 - Springer",Xen-based virtual honeypot system for smart device,2015
219,"In order to protect ICS (Industrial Control System), there are many discussions about ICS security from the viewpoint of cyber defenders. ICS, however, has its specific difficulties to install IT security means such as antivirus with firewall software, because of its 24 hour-a …",https://www.sciencedirect.com/science/article/pii/S2351978915001766,"H Naruoka, M Matsuta, W Machii, T Aoyama… - Procedia …, 2015 - Elsevier",ICS honeypot System (CamouflageNet) based on attacker's human factors,2015
220,"Information security in the sense of personal and institutional has become a top priority in digitalized modern world in parallel to the new technological developments. Many methods, tools and technologies are used to provide the information security of IT systems. These are …",https://www.ijcna.org/Manuscripts/Volume-2/Issue-5/Vol-2-issue-5-M-01.pdf,",  - International Journal of Computer Networks and …, 2015 - ijcna.org",A survey on potential applications of honeypot technology in intrusion detection systems,2015
221,"Honeypots, ie networked computer systems specially designed and crafted to mimic the normal operations of other systems while capturing and storing information about the interactions with the world outside, are a crucial technology into the study of cyber threats …",https://ieeexplore.ieee.org/abstract/document/7527817/,", S Castanò, F Curcio… - 2016 IEEE …, 2016 - ieeexplore.ieee.org",-powered malware reverse engineering,2016
222,"With more than 30 000 new malware threats being detected each day the threat of digital pollution continues to grow at pace. In this rapidly evolving climate, the ability to collect samples of malware which are spreading in-the-wild is a must for many different types of …",https://www.sciencedirect.com/science/article/pii/S1353485810700349,"G Wicherski - Network Security, 2010 - Elsevier",Placing a low-interaction honeypot in-the-wild: A review of mwcollectd,2010
223,"Owing to the spread of worms and botnets, cyber attacks have significantly increased in volume, coordination and sophistication. Cheap rentable botnet services, eg, have resulted in sophisticated botnets becoming an effective and popular tool for committing online crime …",https://link.springer.com/chapter/10.1007/978-3-540-89378-3_48,", O de Vel, K Zhang, N Liu - Australasian Joint Conference on …, 2008 - Springer",Knowledge discovery from honeypot data for monitoring malicious attacks,2008
224,"Protecting computer and information systems from security attacks is becoming an increasingly important task for system administrators. Honeypots are a technology often used to detect attacks and collect information about techniques and targets (eg, services …",https://www.usenix.org/event/lisa11/tech/full_papers/Sobesto.pdf,", , MA Hiltunen, D Kormann… - LISA, 2011 - usenix.org",DarkNOC: Dashboard for honeypot Management.,2011
225,"The emerge of sophisticated attackers and malware that target Industrial Control System (ICS) suggests that novel security mechanisms are required. Honeypots, can act as an additional line of defense, by providing early warnings for such attacks. We present a mobile …",https://ieeexplore.ieee.org/abstract/document/7346907/,", S Srinivasa… - 2015 IEEE Conference …, 2015 - ieeexplore.ieee.org",Did you really hack a nuclear power plant? An industrial control mobile ,2015
226,"Page 1. 2004年第7期 计算机系统应用 主动防护网络入侵的蜜罐()技术 一一Technologyto Prevent Networklntrusion Proactively 殷联甫(嘉兴学院信息工程学院314001)摘要:本文首先介绍了蜜罐的概念、分类方法以及蜜维所使用的主要技术,然后介绍了几种常见的 …",http://www.c-s-a.org.cn/csa/ch/reader/create_pdf.aspx?file_no=20040709&flag=1&year_id=2004&quarter_id=7,"殷联甫 - 计算机系统应用, 2004 - csa.org.cn",主动防护网络入侵的蜜罐 (honeypot ) 技术,2004
227,"In the field of wireless sensor networks there is a course to develop methods for tracking intrusions and unauthorised access by an attacker as well as detecting attempted attacks against the stability of wireless sensor networks, by using intrusion detection systems. So far …",https://dl.acm.org/citation.cfm?id=2536941,"J Markert, M Massoth - … of International Conference on Advances in …, 2013 - dl.acm.org",framework for wireless sensor networks,2013
228,"The development of honeypots as decoys designed to detect, investigate, and counterattack unauthorized use of information systems has produced an arms race between honeypots (computers designed solely to receive cyber attacks) and anti-technology. To test …",https://apps.dtic.mil/docs/citations/ADA552206,EE Frederick - 2011 - apps.dtic.mil,Testing a low-interaction honeypot against live cyber attackers,2011
229,Web services are increasingly becoming an integral part of next-generation web applications. A Web service is defined as a software system designed to support interoperable machine-to-machine interaction over a network based on a set of XML …,https://ieeexplore.ieee.org/abstract/document/6064371/,", … - SoftCOM 2011, 19th …, 2011 - ieeexplore.ieee.org",Design and implementation of web service ,2011
230,"Mobile devices suffer daily threats of various kinds, in particular in a digital form, where users without consent receives and installs malware on their mobile devices via wireless networks, getting their information vulnerable to unauthorized persons. Aiming to learn more …",http://www.academia.edu/download/38887152/Honeypotlabsac__A_Virtual_Honeypot_Framework_for_Android.pdf,", Z Abdelouahab, D Lopes… - International Journal of …, 2013 - academia.edu",Honeypotlabsac: a virtual honeypot framework for android,2013
231,"Historically, robotics systems have not been built with an emphasis on security. Their main purpose has been to complete a specific objective, such as to deliver the correct dosage of a drug to a patient, perform a swarm algorithm, or safely and autonomously drive humans from …",https://ieeexplore.ieee.org/abstract/document/8051259/,"C Irvene, , S Litchfield… - Proceedings of the …, 2017 - ieeexplore.ieee.org",HoneyBot: A honeypot for robotic systems,2017
232,"In order to solve the problems that IDSs and firewalls cannot efficiently detect new SQL injection and too much time is wasted when the security personnel reads log files to analyze attacks, we proposed and implemented a high-interaction web honey pot system for SQL …",https://ieeexplore.ieee.org/abstract/document/6113637/,"J Ma, K Chai, Y Xiao, T Lan… - … Conference of Information …, 2011 - ieeexplore.ieee.org",High-Interaction honeypot System for SQL Injection Analysis,2011
233,This research in progress paper explores the use of Graphviz and Afterglow for the analysis of data emanating from a system. systems gather a wide range of data that is often difficult to readily search for patterns and trends using conventional log file …,https://commons.erau.edu/adfsl/2009/wednesday/4/, - 2009 - commons.erau.edu,Visualization of honeypot data using Graphviz and Afterglow,2009
234,"One of the major issues in digital forensics and attack analysis is the attribution of an attack to a type of malicious adversary. This is especially important to determine the relevance of an incident with respect to the threat it poses to a system. In this work, a holistic scheme to …",http://www.c-mric.com/wp-content/uploads/2017/11/article13vol2no12017.pdf,", D Krohmer, ,  - IJCSA, 2017 - c-mric.com",YAAS-On the Attribution of honeypot Data.,2017
235,"A network device comprises one or more processors coupled to a memory, and a dynamic services module configured for execution by the one or more processors to receive, from a client device, a service request specifying a service. The dynamic service module is further …",https://patents.google.com/patent/US9838427B2/en,"DJ Quinlan, O Ibatullin, B Burns, O Tavakoli… - US Patent …, 2017 - Google Patents",Dynamic service handling using a ,2017
236,"Security in computing world is a serious issue and must be handle with utmost care, hence the need to always protect and secure our networks as more and more business are been conducted through the internet. The expansion of the World Wide Web has given unlimited …",https://pdfs.semanticscholar.org/07c9/6df6df591b8d667775300fe6e47a9b93ac25.pdf,"OA Ayeni, … - International Journal of …, 2013 - pdfs.semanticscholar.org",Design and implementation of a medium interaction ,2013
237,"Honeypots play an important role in collecting relevant information about malicious activities that happen on the Internet. In this paper, we are particularly interested in attacks targeting Web services. We therefore propose a implementation for Web services, called …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.737,", … - Security and …, 2014 - Wiley Online Library",Characterization of attacks collected from the deployment of Web service ,2014
238,"The paper firstly analyzes the limitation of traditional defense methods, including the firewall and the IDS. Then the paper discusses the traditional system in detail. Unfortunately, the traditional is a passive active defense mechanism in nature, and …",https://ieeexplore.ieee.org/abstract/document/6478572/,"L Shi, L Jiang, D Liu, X Han - 2012 8th International …, 2012 - ieeexplore.ieee.org",Mimicry honeypot : a brief introduction,2012
239,"As botnets have become the primary means for cyber attacks, how to detect botnets becomes an important issue for researchers and practitioners. In this study, we introduce a system that is designed to detect botnets prior to their activation. Pre‐detection of botnets …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.431,", E Kim, SM Hur… - Security and …, 2012 - Wiley Online Library",Detection of botnets before activation: an enhanced honeypot system for intentional infection and behavioral observation of malware,2012
240,Management is a management technique based on the technological way of thinking and the shortcomings of management systems to study on effective management. The article first analyzes the existing deficiencies of management system …,http://en.cnki.com.cn/Article_en/CJFDTotal-KJRC201003018.htm,"L Hong-xia - Technology and Innovation Management, 2010 - en.cnki.com.cn",Innovated Research on the Management honeypot [J],2010
241,"For the limitations of single technology on the network security, a careful study on the Intrusion detected and technology is conducted, and a new defense system of intrusion detected and technology linkage is set up. By collecting intrusion …",http://en.cnki.com.cn/Article_en/CJFDTotal-SJSJ200921015.htm,"G Zhai, , G Hu - Computer Engineering and Design, 2009 - en.cnki.com.cn",Research and design on linkage system of honeypot and intrusion detected technology [J],2009
242,"A system, method, and computer program product are provided for identifying unwanted activity utilizing a accessible via virtual local area network (VLAN) trunking. In use, a device is allowed to be accessed via VLAN trunking. Furthermore, unwanted …",https://patents.google.com/patent/US8156541B1/en,"V Thomas, N Jyoti - US Patent 8,156,541, 2012 - Google Patents","System, method, and computer program product for identifying unwanted activity utilizing a honeypot device accessible via VLAN trunking",2012
243,"Modern virtual machines, debuggers, and sandboxing solutions lend themselves towards more and more inconspicuous ways to run honeypots, and to observe and analyze malware and other malicious activity. This analysis yields valuable data for threat-assessment …",https://link.springer.com/chapter/10.1007/978-3-319-56538-5_13,"J Uitto, , , V Leppänen - World Conference on Information …, 2017 - Springer",A survey on anti-honeypot and anti-introspection methods,2017
244,Honeypots are computers specifically deployed to be a resource that is expected to be attacked or compromised. While the attacker is distracted with the decoy computer system we learn about the attacker and their methods of attack. From the information gained about …,https://link.springer.com/chapter/10.1007/978-3-319-23276-8_20,",  - … Conference on Global Security, Safety, and …, 2015 - Springer",An analysis of honeypot programs and the attack data collected,2015
245,Traditional password based authentication scheme is vulnerable to shoulder surfing attack. So if an attacker sees a legitimate user to enter password then it is possible for the attacker to use that credentials later to illegally login into the system and may do some malicious …,https://link.springer.com/chapter/10.1007/978-3-662-44966-0_10,",  - … Symposium on Security in Computing and …, 2014 - Springer",Tag digit based honeypot to detect shoulder surfing attack,2014
246,"The number of users of VoIP services is increasing every year. Consequently, VoIP systems get more attractive for attackers. This paper describes the implementation of a low interaction for monitoring illegal activities in VoIP environments. The  …",https://ieeexplore.ieee.org/abstract/document/7069104/,"IRJ da Silva Vargas… - IEEE Latin America …, 2015 - ieeexplore.ieee.org",Capture and analysis of malicious traffic in VoIP environments using a low interaction ,2015
247,"EN The paper describes details concerning systems used for analysis and the result of data gathered from two various systems, implemented at Institute of Computer Science. The first system uses data mining techniques for the automatic discovery of interesting …",https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-83f0be6e-29e0-4eda-bed8-235a2f8374bf,", M Denis,  - Information Systems in Management, 2013 - yadda.icm.edu.pl",Management and analytical software for data gathered from honeypot system,2013
248,"In today's world where internet is hosting major resources of this world, the malware programs embedded into web pages have become a severe threat in today's internet which launches the client side attacks by exploiting the browser based vulnerabilities. With the …",http://www.academia.edu/download/32416301/EM36849854.pdf,",  - International Journal of Engineering Research and …, 2013 - academia.edu",Client honeypot Based Malware Program Detection Embedded Into Web Pages,2013
249,"A network security system includes a system data store capable of storing a variety of data associated with a wireless computer network and communication transmitted thereon, a communication interface supporting wireless communication over the wireless computer …",https://patents.google.com/patent/US20070189194A1/en,"S Hrastar - US Patent App. 11/382,218, 2007 - Google Patents",Method and System for Wireless LAN Dynamic Channel Change with honeypot Trap,2007
250,Dynamic fuzzy rule interpolation (D-FRI) utilises a transformation-based knowledge interpolation mechanism to maintain a concurrent rule base according to the requirements of a given application problem. This feature makes it well-suited for network security …,https://ieeexplore.ieee.org/abstract/document/8622988/,"N Naik, C Shang, … - 2018 IEEE 20th …, 2018 - ieeexplore.ieee.org",Intelligent dynamic honeypot enabled by dynamic fuzzy rule interpolation,2018
251,"With increase in the awareness of security programming, the number of vulnerabilities for software on a machine have subsequently decreased. Exploiting these few vulnerabilities if present, require attackers to use their skills and efforts to exploit various services. Firewalls …",https://ieeexplore.ieee.org/abstract/document/7014753/,"R Shukla, M Singh - Proceedings of 3rd International …, 2014 - ieeexplore.ieee.org",PythonHoneyMonkey: Detecting malicious web URLs on client side honeypot systems,2014
252,This paper presents the modified exponential fitting test for automatically identifying malicious activities in data based on state of the art model order selection schemes. Model order selection (MOS) schemes are frequently applied in several signal …,https://www.researchgate.net/profile/Edison_Pignaton_de_Freitas/publication/263091049_Improved_Blind_Automatic_Malicious_Activity_Detection_in_Honeypot_Data/links/02e7e539e61ebe6a0d000000.pdf,", , … - The International …, 2012 - researchgate.net",Improved blind automatic malicious activity detection in honeypot data,2012
253,"ABSTRACT Wireless Mesh Network (WMN) has been a field of active research in the recent years. Lot of research has focused various routing mechanism but very little effort has been made towards attack detection or intrusion detection. In this paper, we propose an attack …",http://www.academia.edu/download/38233361/0512ijdps04.pdf,"P Rawat, S Goel, ,  - International Journal of …, 2012 - academia.edu",Securing WMN Using Hybrid honeypot System,2012
254,"近年来, 技术的研究引起了人们很大的关注, 它是一种应用欺骗思想的主动防御技术. 技术已经在安全领域得到了大量的应用, 体现出了其独特的价值和优势. 本文介绍的研究现状及其关键技术, 着重介绍的主要应用领域及研究进展 …",http://www.cqvip.com/qk/95659x/200708/25172686.html,"唐勇， 卢锡城， 胡华平， 朱培栋 - 小型微型计算机系统, 2007 - cqvip.com",技术及其应用研究综述,2007
255,"Nowadays, the traditional network protection technologies implement passive protection of the system while the attacker makes attacks against the network. is a type of active protection technology and appears to be vulnerable, but in reality it can record the illicit use …",http://en.cnki.com.cn/Article_en/CJFDTotal-TXBM200808051.htm,"C WANG, A SHANG - Information Security and Communications …, 2008 - en.cnki.com.cn",Explotation of honeypot Technology [J],2008
256,In this paper the concept of external appliance as component of in wireless network is suggested as based on particular computing instance. Also paper suggests approach to implementation of complex Intrusion Detection System (IDS)-Router- …,https://ieeexplore.ieee.org/abstract/document/7452093/,"R Banakh, ,  - 2016 13th International …, 2016 - ieeexplore.ieee.org",External elements of honeypot for wireless network,2016
257,"The objective of context is to identify a probable privacy violator before he actually succeeds in capturing desired precious information. We believe that in the environment of robust implementation of privacy policy, privacy breaches can occur only through …",https://ieeexplore.ieee.org/abstract/document/4299373/,", RGS Damor, … - … Workshop on Digital …, 2007 - ieeexplore.ieee.org",Luring: A framework to induce a suspected user into Context ,2007
258,"Aiming at various complex and flexible Hacker′ network attacks, an effective method is presented using to attract attacks actively, and monitor and track attacker, and record the relevant actions so that it can be analyzed to study the tools, tactics and methods …",http://en.cnki.com.cn/Article_en/CJFDTotal-HLGX200903011.htm,"Q Pei-li, YUE Yang - Journal of Harbin University of Science and …, 2009 - en.cnki.com.cn",Study on Application of honeypot in Network Security [J],2009
259,"A provides information about the new attack and exploitation methods and allows analyzing the adversary's activities during or after exploitation. One way of an adversary to communicate with a server is via secure shell (SSH). SSH provides secure login, file …",https://dl.acm.org/citation.cfm?id=3099016,"S Sentanoe, ,  - … of the 4th Workshop on Security …, 2017 - dl.acm.org",Virtual machine introspection based SSH ,2017
260,"SETTING UP A What are some of the common-sense prerequisites for running a honeynet? First, a is a sophisticated security project, and it makes sense to take care of security basics first. If your firewall crashes or your intrusion detection system (IDS) …",https://www.tandfonline.com/doi/pdf/10.1201/1086/43324.11.6.20030101/40427.4,"A Chuvakin - Information Systems Security, 2003 - Taylor & Francis",Essentials.,2003
261,,,"G Yang, , L Peng - The Journal of China Universities of Posts and …, 2005",,2005
262,Network security is a serious issue. Administrators can only dedicate so much of their network to security while still providing essential services. As networks grow in size they are becoming unmanageable for a single administrator to control. Companies want to provide …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.111.8437&rep=rep1&type=pdf,"S Hudak - Retrieved June, 2009 - Citeseer",Automatic honeypot Generation and Network Deception,2009
263,,,"N Provos - Internet: http://honeyd. org, Accessed, 2005",,2005
264,Honeypots are used as a security measure both to divert the attention of a potential attackers intentions and to reveal the attacker since the only reason someone would interact with honeypots is if they are looking for a vulnerable target. Honeypots emulate only a part of the …,https://ieeexplore.ieee.org/abstract/document/7973617/,"S Kuman, ,  - 2017 40th International …, 2017 - ieeexplore.ieee.org",An experiment in using IMUNES and Conpot to emulate honeypot control networks,2017
265,Intrusion Detection Systems (IDS) have been received considerable attention among the network security researchers as one of the most promising countermeasures to defend our crucial computer systems or networks against attackers on the Internet. Over the past few …,https://search.ieice.org/bin/summary.php?id=e93-d_9_2544,"J Song, , Y Okabe, D Inoue… - IEICE transactions on …, 2010 - search.ieice.org",A comparative study of unsupervised anomaly detection techniques using honeypot data,2010
266,"Use the system to regulate and restrict the management. However, the management system is rigid. in the course of management system operation, there are bound to be difficult to avoid or eliminate the limitations, such as loopholes, blind spots or failure. The paper aimed …",http://en.cnki.com.cn/Article_en/CJFDTotal-SJKF200805033.htm,"L Hong-xia - World Sci-Tech R & D, 2008 - en.cnki.com.cn",Innovated Exploration of Business Management Technology Based on the honeypot Technologies.[J],2008
267,"Wireless local area network (WLAN) technologies have really taken off in the last few years. Large corporations to beginning home users are implementing WLAN's because of their low cost, ease of implementation and flexibility of deployment. But, as recent media articles have …",https://pdfs.semanticscholar.org/8bea/ae27fadd75616713cb2b87f6e5888788d553.pdf,"R Schoeneck - GIAC Security Essentials Certification …, 2003 - pdfs.semanticscholar.org",Wireless ,2003
268,"is designed to lure attackers away from the computer resources the attackers are trying to compromise. In addition, also tracks attacker's activities and helps researchers learn about their attack patterns. However, can also be identified by …",https://iopscience.iop.org/article/10.1088/1742-6596/801/1/012057/pdf,"RN Dahbul, ,  - Journal of Physics: Conference …, 2017 - iopscience.iop.org",Enhancing honeypot deception capability through network service fingerprinting,2017
269,"The objective of this research is to detect the existence of botnets in the monitored network by designing a distributed low-interaction , and to provide clues from the detection for the threat evaluation by botnets propagation estimation. A distributed framework of …",http://ebooks.asmedigitalcollection.asme.org/content.aspx?bookid=327&sectionid=38784901,", G Jian… - International …, 2011 - ebooks.asmedigitalcollection.asme …",Distributed low-interaction honeypot system to detect botnets,2011
270,"Defending information systems against advanced attacks is a challenging task; even if all the systems have been properly updated and all the known vulnerabilities have been patched, there is still the possibility of previously unknown zero day attack compromising the …",https://dl.acm.org/citation.cfm?id=2993417,", , V Leppänen - … of the 10th European Conference on …, 2016 - dl.acm.org",An interface diversified honeypot for malware analysis,2016
271,Computer Network and Internet is growing every day. Computer networks allow communicating faster than any other facilities. These networks allow the user to access local and remote databases. It is impossible to protect every system on the network. In industries …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.674.1193&rep=rep1&type=pdf,", ,  - Int J Innov Technol Explor Eng (IJITEE), 2013 - Citeseer",Design and develop a honeypot for small scale organization,2013
272,"As assault being more and more, especially new security holes and their attacks constantly issued, network security receives the serious threat. Traditional security practice such as firewall, intrusion detection system can't well prevent network system from new security …",http://en.cnki.com.cn/Article_en/CJFDTotal-SJSJ200605014.htm,"D CAO, L ZHOU, F LIU - Computer Engineering and Design, 2006 - en.cnki.com.cn",Research and implement of honeypot framework for application layer's unknown attacks [J],2006
273,"Supervisory Control and Data Acquisition (SCADA) systems play a crucial role in national critical infrastructures, and any failure may result in severe damages. Initially SCADA networks were separated from other networks and used proprietary communications …",https://www.infona.pl/resource/bwmeta1.element.baztech-dd7fe369-6682-4a1e-bd10-e89d3723cbb6,"K Kołtyś,  - Journal of Telecommunications and Information …, 2015 - infona.pl",Shape: A honeypot for electric power substation,2015
274,Information security is a growing concern today for organizations and individuals alike. This has led to growing interest in more aggressive forms of defense to supplement the existing methods. One of these methods is the use of honeypots. A is a information system …,http://www.academia.edu/download/33669875/Kimaya_-_V2I3-0123.pdf,"A Pawar, K Siddhabhati, S Bhise, S Tamhane - International Journal, 2014 - academia.edu",Web application ,2014
275,"There is little detailed information about the lifetime of network malware and malware infected systems. There is a lot of information about the emergence of some new versions of malware, used security vulnerabilities, methods and the range of infection but they are …",https://link.springer.com/chapter/10.1007/978-3-642-31217-5_22,"M Skrzewski - International Conference on Computer Networks, 2012 - Springer",Network malware activity–a view from honeypot systems,2012
276,Honeypots have been largely used to capture and investigate malicious behavior through deliberately sacrificing their own resources in order to be attacked. Hybrid architectures consisting of frontends and backends are widely used in the research area …,https://ieeexplore.ieee.org/abstract/document/8004194/,"W Fan,  - 2017 IEEE Conference on Network …, 2017 - ieeexplore.ieee.org",A novel SDN based stealthy TCP connection handover mechanism for hybrid honeypot systems,2017
277,"Attacks on the internet keep on increasing and it causes harm to our security system. In order to minimize this threat, it is necessary to have a security system that has the ability to detect zero-day attacks and block them.“is the proactive defense technology, in …",https://ieeexplore.ieee.org/abstract/document/7724682/,"JR Kondra, , … - 2016 3rd International …, 2016 - ieeexplore.ieee.org",-based intrusion detection system: A performance analysis,2016
278,Our contribution through this paper is to provide a novel approach for securing hosts inside the home network using predictive attack detection and honeypots. We have given a unique method to secure hosts inside the home network. After securing these hosts we redirect …,https://ieeexplore.ieee.org/abstract/document/6544422/,", S Tapaswi - 2013 9th International Conference on …, 2013 - ieeexplore.ieee.org",A software router based predictive honeypot roaming scheme for network security and attack analysis,2013
279,"Many different tools defined as honeypots, honeynets and other honeytokens have been proposed on the Internet during the last 3 years. However each solution suits well for some specific needs and can be inadequate in many other cases. In this document, we offer to …",http://www.eurecom.fr/fr/publication/1273/download/ce-pougfa-030914.pdf,"F Pouget,  - Institut Eurecom, Sophia Antipolis, France, Tech …, 2003 - eurecom.fr","White paper: honeypot , honeynet: A comparative survey",2003
280,"is an inveigler environment for the network safeguards to monitor the behaviors, methods, policies, and other information of the attacker. To an attacker, it is important to judge whether a system is a or not. There are many methods to judge the …",https://link.springer.com/chapter/10.1007/978-1-4419-8849-2_26,"D Wenda, D Ning - … Conference in Electrics, Communication and Automatic …, 2012 - Springer",A honeypot detection method based on characteristic analysis and environment detection,2012
281,"The flexibility and ease of deployment provided by Mobile Ad hoc Networks (MANETs) come at the cost of lack of security and vulnerability. Many solutions are proposed to protect MANET from attacks, ranging from attack identification to prevention. Although these …",https://www.sciencedirect.com/science/article/pii/S0167404818300865,"DSK Tiruvakadu, V Pallapa - Computers & Security, 2018 - Elsevier",Confirmation of wormhole attack in MANETs using ,2018
282,,,"L Spitzner - 2003-08-13]. http://www. securityfocus. com/infocus …, 2003",,2003
