,abstract,link,reference,title,year
154,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0085]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091681A1/en,"M Satake, M Morita, T Michimura - US Patent App. 15/450,964, 2018 - Google Patents",Image forming apparatus and storage medium,2018
155,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0083]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091687A1/en,"M Morita, M Satake, T Michimura - US Patent App. 15/450,421, 2018 - Google Patents",Image forming apparatus and storage medium,2018
156,"… capture. Population growth rate We used the software program  1.0 (F. Hovey,Simon Fraser University, Burnaby, BC) to estimate the finite rate of increase (lambda[k]) for the study area's grizzly bear populations. The … ",https://bioone.org/journals/Ursus/volume-15/issue-1/1537-6176(2004)015%3C0065:DAPTOG%3E2.0.CO;2/Demographics-and-population-trends-of-grizzly-bears-in-the-CabinetYaak/10.2192/1537-6176(2004)015%3C0065:DAPTOG%3E2.0.CO;2.short,"WL Wakkinen, WF Kasworm - Ursus, 2004 - BioOne","Demographics and population trends of grizzly bears in the Cabinet–Yaak and Selkirk Ecosystems of British Columbia, Idaho, Montana, and Washington",2004
157,… Booters have been linked to some of the most powerful DDoS attacks in recent years.Design/methodology/approach – The authors identify the various parties associated with websites and the means through which booters operate … ,https://pdfs.semanticscholar.org/73ff/c167ee36dec4978be1ac3955a1860cddf2db.pdf, - pdfs.semanticscholar.org,"Booters: can anything justify distributed denial-of-service (DDoS) attacks for hire? David Douglas, José Jair Santanna, Ricardo de Oliveira Schmidt, Lisandro …",
158,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0086]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091683A1/en,"M Satake, M Morita, T Michimura - US Patent App. 15/450,328, 2018 - Google Patents",Image forming apparatus and storage medium,2018
159,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0085]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180088743A1/en,"T Michimura, M Satake, M Morita - US Patent App. 15/450,739, 2018 - Google Patents",Image forming apparatus and storage medium,2018
160,,,"C Luthy - Revue médicale suisse, 2009 - Médecine & hygiène",,2009
161,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0087]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091686A1/en,"M Satake, M Morita, T Michimura - US Patent App. 15/450,401, 2018 - Google Patents",Image forming apparatus and storage medium,2018
162,"… FIG. 12 is a system configuration diagram of life cycle management including a  anda starter; FIG … A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US10044895B2/en,"M Morita, M Satake, T Michimura - US Patent App. 10/044,895, 2018 - Google Patents",Image forming apparatus and storage medium including a core logic portion that displays a start screen and a contingency screen,2018
163,"… sophisticated and frequent. At the same time, it has never been easier to execute DDoSattacks, eg,  services offer paying customers without any technical knowledgethe possibility to perform DDoS attacks as a service. Given the … ",https://ris.utwente.nl/ws/files/5380067/03-paper-TNC2016-2.pdf,", , E Spatharas… - … Conference 2016, 15 …, 2016 - ris.utwente.nl",“LUDO”–KIDS PLAYING DISTRIBUTED DENIAL OF SERVICE,2016
164,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0085]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091689A1/en,"T Michimura, M Satake, M Morita - US Patent App. 15/450,484, 2018 - Google Patents",Image forming apparatus and storage medium,2018
165,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0086]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091688A1/en,"M Morita, M Satake, T Michimura - US Patent App. 15/450,440, 2018 - Google Patents",Image forming apparatus and storage medium,2018
166,"… up. Consequently, at my request, the CCFD contacted 32 booters and their captainsinforming them that a researcher may be contact- ing the  for an interview … years).The recent  had been with the CCFD for 23 months … ",https://journals.sagepub.com/doi/abs/10.1177/0893318904270742," - Management Communication Quarterly, 2005 - journals.sagepub.com",A burning desire: Assimilation into a fire department,2005
167,"Page 1. MS AeS MJ A--- MM SSLSSSMMSSSJ 乙る MAAA AAASS MMMMM MMMMSMM MMM MMM MMMM MMS SSS MMM AAAAS AM MMA Mh h MAJ MMMS "". MSMMS MMMS MS MMMM MMM MMM MM MMMS ž. hS … ",http://repository.wellesley.edu/cgi/viewcontent.cgi?article=1181&context=mitchill,LB Bruen - 1862 - repository.wellesley.edu,"Letter from Luther Bruen, Fort Hamilton, NY to Augusta Bruen, 1862 December 25",1862
168,"… the network. Software is downloaded on a  channel on the communication network.A subscriber terminal, coupled to the network initiates a communication with the networkto receive downloaded  data. The downloaded … ",https://patents.google.com/patent/US4982430A/en,"WA Frezza, RD Conover, D Kaufman - US Patent 4,982,430, 1991 - Google Patents",Bootstrap channel security arrangement for communication network,1991
169,"… A freebooter is a person who goes about in search of plunder, a pirate. The word freebooter isby many treated simply as a normal English compound consisting of free+ ,'a person (apirate) who gathers booty freely (that is, unencumbered by legal constraints etc.)' … ",https://books.google.nl/books?hl=nl&lr=&id=wZg9AAAAQBAJ&oi=fnd&pg=PA19&dq=%22booter%22&ots=i2BBT0Y9PN&sig=V2lnVRNYg4dFoLgJGFKNoopXFys,",  - AMSTERDAM STUDIES IN THE …, 2000 - books.google.com",Folk-Etymology: Haphazard Perversion or Shrewd Analogy?,2000
170,"… New York University Brooklyn, NY 11201 Damon McCoy mccoy@nyu.edu ABSTRACTDistributed Denial of Service (DDoS) attacks have become a growing threat that, to a largeextent, have become com- moditized by DDoS-for-hire, or “”, services … ",http://www.infosecon.net/workshop/downloads/2017/pdf/Booted:_An_Analysis_of_a_Payment_Intervention_on_a_DDoS-for-Hire_Service.pdf,", ,  - Workshop on the Economics of …, 2017 - infosecon.net",Booted: An Analysis of a Payment Intervention on a DDoS-for-Hire Service,2017
171,"… [0072]. The MCCU 820 is equipped with a  821 for receiving PLD regarding the RAS 800and an RMP 822 for managing the RAS 800 … 6 , the  821 of the MCCU 820 of the RAS 800transmits a PLD request to the EMS server 100 via the NISU 810 (S201) … ",https://patents.google.com/patent/US20090193408A1/en,"JH Ok, SW Ko,  - US Patent App. 12/373,293, 2009 - Google Patents",Interface and method for interfacing element management server in wireless telecommunication system,2009
172,"… The install assistant copies a disk image of the operating system (OS) installer and a (eg, a minimally functional version of an operating system, including a kernel), onto the newpartition … The disk image of the OS installer includes at least  126 and installer 128 … ",https://patents.google.com/patent/US8341384B2/en,"JR Matthew, JR Chang - US Patent 8,341,384, 2012 - Google Patents",Installation of software onto a computer,2012
173,"… msec. Physiological pacing can increase cardiac output because it can retain ""pump"" mechanizing of the atria which is important for Patients with heart disease.Pacing of 70 bpm can meet the physiologic need at rest … ",http://en.cnki.com.cn/Article_en/CJFDTOTAL-ZGXH199303010.htm,"L Yi-Shi, C Xin, S Rui-Long - Chinese Circulation Journal, 1993 - en.cnki.com.cn",HEMODYNAMIC BENEFITS OF CARDIAC PACING FOR CARDIAC FUNCTION IN PUMPING BLOOD,1993
174,"… declared a peace. A reconnoitering party finds "" a small Hiitt"" [Smollett], and referenceis imiade to a ""northern Free- "" who had ""lately assaulted"" Fielding [in A FLaithfutlN7arrative, Janulary 1Sthl. This content downloaded … ",https://www.jstor.org/stable/2915795,"GE Jensen - Modern Language Notes, 1919 - JSTOR",The Covent-Garden Journal Extraordinary,1919
175,"… tween the miracidium and the eggshell.  et al. (1979, J. Immunol. 122: 39-43) isolateda polysaccharide antigen from S. mansoni eggs. Similarly, Long et al. (1981, Infect. Immun …tween the miracidium and the eggshell.  et al. (1979, J. Immunol … ",https://www.jstor.org/stable/3281264,"M Kawanaka, S Hayashi, H Ohtomo - The Journal of parasitology, 1983 - JSTOR",Localization of antigen within eggs of Schistosoma japonicum that participate in circumoval precipitin (COP) reaction,1983
176,"…  Detektor  [19] je webová služba, která se většinou prezentuje jakostress test. Ve skutečnosti se jedná spíše o placený DDoS útok.  server nenízapojen do DDoS útoku, proto tyto služby není lehké odhalit … ",https://dspace.cvut.cz/handle/10467/69118,A Plánský - 2017 - dspace.cvut.cz,Automatická analýza nahlášených bezpečnostních incidentů,2017
177,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0090]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091685A1/en,"M Morita, M Satake, T Michimura - US Patent App. 15/450,390, 2018 - Google Patents",Image forming apparatus and storage medium,2018
178,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0083]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091684A1/en,"M Satake, M Morita, T Michimura - US Patent App. 15/450,363, 2018 - Google Patents",Image forming apparatus and storage medium,2018
179,"… DDoS as a service is sold online on underground hacking forums. These “” or “stresser”services are sometimes advertised as legitimate products for infrastructure stress tests … As a result,many of the  sites actually use DoS-protected hosting to defend themselves … ",http://expo-itsecurity.ru/upload/iblock/951/the-continued-rise-of-ddos-attacks.pdf,"C Wueest - White Paper: Security Response, Symantec …, 2014 - expo-itsecurity.ru",The continued rise of DDoS attacks,2014
180,"… ALA includes appliance instruction receiver 120, appliance accessor 135, appliance downloader140, appliance storer 150, appliance installer 165, and appliance  180. Referring still toFIG. 1 , in one embodiment ALA 115 is coupled with data store 110 … ",https://patents.google.com/patent/US9141419B1/en,"TL Yoder, D Vitale - US Patent 9,141,419, 2015 - Google Patents",Capturing and restoring an appliance image,2015
181,"… To realize the software options specified by the user, programs such as  121including basic input/output system (BIOS) functions, and loader 123 are providedand pre-stored in non-volatile memory 109 in system 105 … ",https://patents.google.com/patent/US7308718B1/en,"GM Brookner - US Patent 7,308,718, 2007 - Google Patents",Technique for secure remote configuration of a system,2007
182,"… and May 2015. Analyzing the attacks more closely, we find that more than 96 % of the attacksstem from single sources, such as  services … This is an important observation, indicatingthat  services cause more attacks than DDoS botnets … ",https://link.springer.com/chapter/10.1007/978-3-319-26362-5_28,"L Krämer, , D Makita, T Nishizoe… - … Symposium on Recent …, 2015 - Springer",Amppot: Monitoring and defending against amplification ddos attacks,2015
183,"… palvelunestohyökkäyksiä.  -palvelut ovat palvelunestohyökkäyksiä varten tarjollaolevia palveluita, joissa hyökkääjä voi maksua vastaan saada käyttöönsä … yksittäisen IP:nestämiseen vaadittava sijoitus on erittäin matala. Niin sanotut  … ",https://www.theseus.fi/bitstream/handle/10024/100799/Koistinen_Iiro.pdf?sequence=1&isAllowed=y,I Koistinen - 2015 - theseus.fi,Elektronisen urheilun kasvu ja kilpapelaamiseen liittyvät tietoturvahaasteet,2015
184,"… Page 10. Fig 4. Block diagram of CryptMT ver. 1 4.1 CryptMT ver. 3: It uses a variant of SFMTas its LFSR, and a non-linear multiplicative filter and a . Its period is a non-zero multipleof 219937-1 and a dimension of equidistribution of at least 1241 … ",https://pdfs.semanticscholar.org/285a/65e11dbb6183a963489bc30b28ab04c6d7cf.pdf,"A Jagannatam - George Mason University, Department of …, 2008 - pdfs.semanticscholar.org",Mersenne Twister–A Pseudo Random Number Generator and its Variants,2008
185,"… in the static case, the device tree is populated by the OS  … It is possible to combine bothmethods: for example, an initial (non complete) device tree may be provided by the OS ,and will later be completed dynamically using an enumeration/probing mechanism … ",https://patents.google.com/patent/US7096473B2/en,"F Ruget, V Grouzdev, E Lescouet - US Patent 7,096,473, 2006 - Google Patents",Computer system with an improved device and driver framework,2006
186,"… jail‑breaker, укр. кровопивець, рос. обручник; –предикат засобу дії: англ. free‑, укр. скляр,рос. гастролер; –предикат порівняння: англ. iceman, укр … Так, предикати способу дії найчастішевикористовуються у мікротек- стах N= Adv+ V+(Suf): англ. free‑ … ",http://philologyjournal.lviv.ua/archives/3_2018/3_2018.pdf#page=136,"ОВ Круть - Львівський філологічний часопис: Збірник …, 2018 - philologyjournal.lviv.ua",Предикати у структурі мікротексту агресії,2018
187,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0097]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180088878A1/en,"Y Endo, M Satake, M Morita… - US Patent App. 15 …, 2018 - Google Patents",Image processing apparatus and storage medium,2018
188,"… Santanna et. al [52] published a data set which includes traces of 9 different attacks. Actually, the authors paid criminals to execute 14 different  attacks againsta null-routed IP address within their network environment … ",https://arxiv.org/abs/1903.02460,", S Wunderlich, D Scheuring, D Landes… - arXiv preprint arXiv …, 2019 - arxiv.org",A Survey of Network-based Intrusion Detection Data Sets,2019
189,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US7970016B2/en,"C Deng, Y Fan, I Elgorriaga,  - US Patent 7,970,016, 2011 - Google Patents",Systems and methods for transmission and reception of data including frequency and channel code selection,2011
190,"… become a growth area for clandestine entities catering to forbidden activities and services suchas illegal drugs and weapons, child pornography, sensitive information such as stolen creditcard information, distributed denial of services (DDoS) tools such as , and other … ",https://dl.acm.org/citation.cfm?id=3309189,"S Takaaki, I Atsuo - Proceedings of the ACM International Workshop on …, 2019 - dl.acm.org",Dark Web Content Analysis and Visualization,2019
191,,,"DK Wilgus - Studia Musicologica Academiae Scientiarum …, 1965 - JSTOR",,1965
192,… Interface-driven recovery in C 3 begins by μ-rebooting the failed component using a “”component to re-initialize the faulty component at the cost of memcpy. This reboot places thecomponent into a safe (fault-free) state …   component dependency descriptor … ,https://ieeexplore.ieee.org/abstract/document/7579744/,"J Song, , G Parmer - 2016 46th Annual IEEE/IFIP …, 2016 - ieeexplore.ieee.org","SuperGlue: IDL-based, system-level fault tolerance for embedded systems",2016
193,… and disk Local File System which handles local IO to disk and/or host Message handler whichhandles communication between nodes Termination Detector which detects termination of aprogram Loader which offers program loading on top of the nucleus  which boots … ,https://link.springer.com/chapter/10.1007/3-540-54132-2_68,"RHH Wester, BJA Hulshof - Workshop on Parallel Database Systems, 1990 - Springer",The POOMA operating system,1990
194,"… """"-. ~ t"" / wn. \, _| • ""'- beij Serratia Aceto- Beijertnckio • bacter [] Glucono-  o'Ps,.ozof. 8'9 °9'o ° 9~° ,9'2 ° 9' ° ~'° 9' ° 9'z ° 5b 5s 6b 6'5 … A ogdl,S ~*J betj. - - vinl Serralia Aceto - baclerEscherichia G/ucono-  9'o° 9;° ~2o 9~° 9'o ¢5o ~6o ~7 o ' .... 5b 5'5 6'o 6'5 … ",https://link.springer.com/article/10.1007/BF02097440,"J De Ley, IW Park - Antonie van Leeuwenhoek, 1966 - Springer",Molecular biological taxonomy of some free-living nitrogen-fixing bacteria,1966
195,… The following extract occurs after a skirmish between the  leaders and is a device usedto re-establish their unity. It acts almost as a mantra as the repetition draws them back into alliance.VOICE 9 Don't forget … I was able to portray my emotional involvement as a  … ,https://www.tandfonline.com/doi/full/10.1080/13569780500437580,"SJ Dickenson - Research in drama education, 2006 - Taylor & Francis","Listening better to look better: the manipulation of linguistic devices and listening skills in the writing of booter , a play for young people",2006
196,,,RK Dave - 1992 - Kusumanjali Prakashan,,1992
197,"… In an embodiment, the EC comprises a Read Only Memory (ROM) 58 that contains  codefor restarting EC microcontroller core 42 in the event of a shutdown … If a starvation flag is set, the code may jump to a suitable address in the emergency code … ",https://patents.google.com/patent/US8543755B2/en,"M Alon, I Stolov, E Naory, N Tasher, Y Kirschner… - US Patent …, 2013 - Google Patents",Mitigation of embedded controller starvation in real-time shared SPI flash architecture,2013
198,,,戚疑汎， 廃井硲 - 2003,,2003
199,"… Fig. 1. First, there is a  that is loaded via some boot-device (eg a hard disc). Afterinitializing … hardware device. Then a second- level loader is integrated by the  whichis responsible for booting and starting the initial application. Zero … ",https://www.sciencedirect.com/science/article/pii/0967066196001566,"C Ditze - Control Engineering Practice, 1996 - Elsevier",DReaMS—Concepts of a distributed real-time management system,1996
200,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US20080298443A1/en,"C Deng, I Elgorriaga, Y Fan - US Patent App. 11/809,061, 2008 - Google Patents",Method for efficient wireless transmission and reception of audio digital signals,2008
201,"… So kommt dem Zeugnis des 1 Zu *kanksikà s. Schrijver 1995:416. GENERAL LINGUISTICS,Vol. 40, 1-4 / 2003 (2000). Published by Pegasus Press, 101  Road, Fairview, NC 28730.72 GENERAL LINGUISTICS Griechischen besonderes Gewicht zu … ",http://search.proquest.com/openview/60232e7e89fb71eedcc5affff60d8dcc/1?pq-origsite=gscholar&cbl=1816443,"N Oettinger - General Linguistics, 2000 - search.proquest.com",IST GRIECHISCH KANKÝLE WIRKLICH MIT ALTENGLISCH HENGEST'HENGST'VERWANDT?,2000
202,"… The proposed framework discussed in [7], called Power , consists of two componentsincluding training and model construction. The overhead of the power  is very highas the training phase is both resource- and time-consuming process … ",https://ieeexplore.ieee.org/abstract/document/8352908/,", , … - IEEE Systems …, 2018 - ieeexplore.ieee.org",Enhancement and assessment of a code-analysis-based energy estimation framework,2018
203,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US20080298232A1/en,"Y Fan, C Deng, I Elgorriaga - US Patent App. 11/809,062, 2008 - Google Patents",Systems and methods for wireless transmission and reception of data including processing and buffering features,2008
204,"… Besides the real time software, a custom network  [2] was developed whichreliably boots the network of controllers and passes network configuration informationon to the communication software for routing purposes … ",https://books.google.nl/books?hl=nl&lr=&id=1ICMFeVZ97QC&oi=fnd&pg=PA301&dq=%22booter%22&ots=SgRGl-P1Np&sig=d48TkJof5dTEFKYt24-Z0_LNsCI,"P MORRIS - Parallel Computing and Transputers, 1994 - books.google.com",Control System for Aircraft Testing,1994
205,"… potatoes, meat, etc. \Valks to front of stage.) [German child follows plucking at her sleeve.1 GermanGirl-Oh, please gif me some  … Oh, you mean some bread and butter. German Girl-No-(holdingup crust) A piece of po- tato bread I haf, but I'm so tired of it without  … ",https://journals.sagepub.com/doi/pdf/10.1177/002205741708601706,"ML Childs - Journal of Education, 1917 - journals.sagepub.com",Investigating Christmas,1917
206,"… ALA includes appliance instruction receiver 120, appliance accessor 135, appliance downloader140, appliance storer 150, appliance installer 165, and appliance  180. Referring still toFIG. 1 , in one embodiment ALA 115 is coupled with data store 110 … ",https://patents.google.com/patent/US8793479B2/en,"TL Yoder, D Vitale, A Ezzet - US Patent 8,793,479, 2014 - Google Patents",Loading a plurality of appliances into a blade,2014
207,"… The elds are documented in the example which follows. # # $Id: rarptable,v 1.1 1993/11/2214:51:06 rjb17 Exp rjb17 $ # # 68k systems # # type ethernet address msnl address address # more comment ETHER 08:00:3e:20:49:03 128.232.68.20 # lamprey … ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.2032&rep=rep1&type=pdf,S Crosby - 1994 - Citeseer,MSNL Connection Management Using the Ultrix MSNL master,1994
208,"… Understanding the Emerging Threat of DDoS-as-a-Service Mohammad Karami and DamonMcCoy, George Mason University Damon McCoy began by describing  services, cheapser- vices you can find with Web searches that perform DDoS … ",https://www.usenix.org/system/files/login/articles/1312_leet13.pdf, - 2013 - usenix.org,LEET'13: 6th USENIX Workshop on Large-Scale Exploits and Emergent Threats,2013
209,"… Tinnin was upset and kicked the reporter in the buttocks the next time the two weretogether. That prompted some wags to refer to Tinnin as ""the  from theBootheel."". But they did not throw the press off the Senate floor … ",https://go.galegroup.com/ps/i.do?id=GALE%7CA461444882&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=21587345&p=AONE&sw=w,"T Ganey - Gateway Journalism Review, 2016 - go.galegroup.com",Press barred from Senate floor,2016
210,"… Nachdem der  sich bereit erklärt hat, alles was er bei sich führe, zu verkaufen,erkundigt sich Dikai- opolis , ob er nicht wieder waaren aus Attika nach Böotien mit-nehmen wolle, wobei dann ein tausch statt des kaufes eintreten konnte … ",https://www.degruyter.com/view/j/phil.1866.23.issue-1-4/phil.1866.23.14.549/phil.1866.23.14.549.xml,"A Velsen - Philologus, 1866 - degruyter.com",19. Aristoph. Acharn. 900,1866
211,"… Most of the amplification attacks stem from  services [2, 7]. The price forpurchasing an amplified DDoS attack can be as low as \(\$1\), as the analysis ofsome leaked  databases demonstrates [7, 13]. A purchase … ",https://link.springer.com/chapter/10.1007/978-3-319-45719-2_17,", , … - … on Research in Attacks …, 2016 - Springer",Who gets the boot? Analyzing victimization by DDoS-as-a-Service,2016
212,,,HLR Certon - 1881,,1881
213,US8661207B2 - Method and apparatus for assigning a memory to multi-processingunit - Google Patents. Method and apparatus for assigning a memory to multi-processingunit. Download PDF Info. Publication number US8661207B2 … ,https://patents.google.com/patent/US8661207B2/en,"BJ Kim, HS Kim, , BJ Ahn - US Patent 8,661,207, 2014 - Google Patents",Method and apparatus for assigning a memory to multi-processing unit,2014
214,"… By aldien er eenige zwelling aan de Keel ont- ſtont, zal men die ſmeeren met de volgende Zalf:Neemt Laurier-Olie en verſche  van elks een once, Althea Zalf twee oncen, al- les koudſamen gemengd, tweemaal daags er de klieren meede geſmeert en braaf ingewreeven … ",https://books.google.nl/books?hl=nl&lr=&id=CKhaAAAAcAAJ&oi=fnd&pg=PA2&dq=%22booter%22&ots=aNj23Hfec8&sig=S7sONKiLcqa4UALFeUPWPgCw9Gw,F Verhorst - 1799 - books.google.com,"Landmans zakboekje, of den onöntbeerelyken vee doctor: zynde een verzameling van verscheide beproefde middelen, zoo ter geneezing van paarden als …",1799
215,,,WJ McCormack - 1994 - Cork University Press,,1994
216,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US20080298338A1/en,"C Deng, I Elgorriaga, Y Fan… - US Patent App. 12 …, 2008 - Google Patents",Method for efficient transmission and reception of audio digital signals,2008
217,"… years before returning to mother earth and to dust. As a preliminary step, he wastold to quit his life of free-  and to take service under the King of the day -Silākāla. Following the advice he became the King's tax- collector … ",https://www.jstor.org/stable/43483380,"WF Gunawardhana - The Journal of the Ceylon Branch of the Royal Asiatic …, 1930 - JSTOR",Kirtti Sri Meghavarna II,1930
218,,,W Scot - 1894 - W. & J. Kennedy,,1894
219,… 46. •  DNS Dataset 2014: This dataset is used to detect DNS based reflectionand amplification DDoS attacks. This … generated.  DNS dataset is the latestaddition in this list but it contains DNS queries traffic only. There … ,https://www.sciencedirect.com/science/article/pii/S1877050916305105,",  - Procedia Computer Science, 2016 - Elsevier",Trends in validation of ddos research,2016
220,"… Survival rates were determined using  (Hovey and McLellan 1996), while MICROMORT(Heisy and Fuller 1985) was used to determine seasonal differences in mortality rate. Caribouwere censused during late winter, when they were Population Characteristics … ",http://www.env.gov.bc.ca/wld/documents/mc03flaa.pdf,"JP Flaa,  - 2000. Proc. Conf. on Biol. and Manage. of …, 1999 - env.gov.bc.ca",Population characteristics of the Lake Revelstoke caribou,2000
221,"… Its creed is very simplistic. Its creed is essentially quite stupid. Its''creed, my/fellow -students,is this: If You Don't Agree'With m.Step.On . support Wright Stale's soccer team needsstudent support Samrdav when it faces Oaklandin a home mat.ch at 2 p til … ",http://corescholar.libraries.wright.edu/cgi/viewcontent.cgi?article=2049&context=guardian,"DQ HANEY - The Guardian, 1982 - corescholar.libraries.wright.edu",THE DAILY GUARDIAN,1982
222,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US20080298242A1/en,"Y Fan, C Deng, I Elgorriaga… - US Patent App. 12 …, 2008 - Google Patents",Systems and methods for transmission and reception of data including processing and buffering features,2008
223,"… Additionally, the network interfaces 470, data storage 460, installer 490 and  450are coupled to each other via a bus 480 … For example, installer 490 and  450 maybe software modules running on a processor (eg, processor 410) … ",https://patents.google.com/patent/US8694550B2/en,"JR Chang - US Patent 8,694,550, 2014 - Google Patents",Merging file directories,2014
224,… Junction box MAIN 2051562-01.xx Display Unit MAIN 2051566-01.xx Remote Display UnitRD-50 Starter 2651006-01.xx  2651007-01.xx Main 2651008-01.xx Remote Display UnitRD-20 Starter 2651003-01.xx  2651004-01.xx Main 2651005-01.xx Page 11. ix … ,"https://www.furunousa.com/-/media/sites/furuno/document_library/documents/manuals/operation_manuals,-s-,sc70_sc130_operators_and_installation_manual_c.pdf","S COMPASS, RM First - Clear With Computers, 1991 - furunousa.com",Operator's Manual,1991
225,"… Because of the severity of this problem, SURFnet is interested in learning more about attacks … 0 25 50 75 100 A B C D E Type of Organization Number of  Query Hits Fig. 9. queries grouped per type of institution on SURFnet's network … ",http://dl.ifip.org/db/conf/im/im2019/189282.pdf,", G Rijnders, M Bomhoff… - 16th IFIP/IEEE …, 2019 - dl.ifip.org",Privacy-Conscious Threat Intelligence Using DNSBloom,2019
226,"Page 1. Research Collection Master Thesis A Boot-Manager Core for a Processor Network onFPGA Author(s): Dillier, Andreas Publication Date: 2016 Permanent Link: https://doi.org/10.3929/ethz-a-010669154 Rights / License: In Copyright - Non-Commercial Use Permitted … ",https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/155724/1/eth-49223-01.pdf,A Dillier - 2016 - research-collection.ethz.ch,A Boot-Manager Core for a Processor Network on FPGA,2016
227,"… Q. 389 (1990); Jamie A. Grodsky, The Freedom of Information Act in the Electronic Age: The StatuteIs Not User Friendly, 31 JuajasmTics J. 17 (1990); Patrick L. """" Imhof & Edwin A. Levine,Impact of the Information Age on Access and Dissemination of Government Informa … ",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/flsulr20&section=26,"MD Bunker, SL Splichal, BF Chamberlin, LM Perry - Fla. St. UL Rev., 1992 - HeinOnline",Access to government-held information in the computer age: Applying legal doctrine to emerging technology,1992
228,"… From the bus 362, the digital signals are supplied to various components of the controllerchip 300, including a processor 366, a  364, pRAM 368, MIC (Modem InterfaceController) 380, baseband modem 370, and SPDIF interface 372 … ",https://patents.google.com/patent/US7920490B2/en,"C Deng, Y Fan, I Elgorriaga - US Patent 7,920,490, 2011 - Google Patents",Systems and methods for wireless transmission and reception of data including frequency and channel code selection,2011
229,"… A neiwork  is described which reliably boots an arbitrary binary tree of controllers …It consists of a network  and a communication layer which are of a generic nature,and the manifold and loop controller application software … ",https://books.google.nl/books?hl=nl&lr=&id=Hfnj5WmFVNUC&oi=fnd&pg=PA198&dq=%22booter%22&ots=H_nMfn0zLm&sig=DNu9Sq7WiurkoaMRkHXYK0jTZwM,"G Burnett, P Morris, A Patterson… - … and Systems' 93 …, 1993 - books.google.com",A flexible high speed distributed control system for aircraft testing,1993
